toban,class_rank,entry_rate_1,entry_rate_2,entry_rate_3,entry_rate_4,entry_rate_5,entry_rate_6,win3_rate_1,win3_rate_2,win3_rate_3,win3_rate_4,win3_rate_5,win3_rate_6,avg_st_1,avg_st_2,avg_st_3,avg_st_4,avg_st_5,avg_st_6,start_order_1,start_order_2,start_order_3,start_order_4,start_order_5,start_order_6
3981,B1,13.2,16.9,22.1,16.9,15.4,15.4,83.3,30.4,33.3,34.8,33.3,14.3,0.2,0.21,0.19,0.18,0.19,0.21,4.1,4.4,4.2,3.7,3.4,5.0
3982,B1,13.1,16.2,21.2,17.2,20.2,12.1,100.0,50.0,38.1,41.2,25.0,33.3,0.16,0.16,0.16,0.16,0.16,0.12,3.3,3.1,3.3,3.7,3.2,3.3
3983,A2,15.9,16.6,18.5,17.2,20.5,11.3,91.7,44.0,67.9,50.0,38.7,23.5,0.16,0.13,0.11,0.13,0.15,0.16,2.7,2.7,2.7,2.7,3.3,4.6
3984,A2,22.8,14.9,17.5,13.2,15.8,15.8,92.3,76.5,45.0,53.3,38.9,27.8,0.14,0.16,0.18,0.17,0.17,0.19,2.9,3.7,4.0,4.1,3.3,4.7
3986,B1,14.7,18.3,17.4,14.7,20.2,14.7,100.0,70.0,36.8,56.2,22.7,18.8,0.16,0.16,0.16,0.2,0.2,0.2,3.3,3.1,3.2,3.8,4.5,4.2
3988,A2,18.2,16.1,16.8,18.2,14.6,16.1,92.0,77.3,65.2,56.0,60.0,9.1,0.15,0.16,0.16,0.15,0.13,0.18,2.8,3.3,2.8,3.2,2.7,4.3
3989,B1,12.8,16.0,19.1,20.2,19.1,12.8,50.0,40.0,44.4,31.6,22.2,16.7,0.25,0.2,0.2,0.21,0.24,0.26,4.7,4.9,4.3,4.9,5.0,5.3
3992,B1,17.3,17.3,15.4,19.2,10.6,20.2,72.2,61.1,56.2,30.0,36.4,28.6,0.13,0.17,0.13,0.13,0.09,0.13,2.4,3.8,2.3,2.6,2.6,3.1
3993,A2,15.7,18.1,19.3,16.9,22.9,7.2,84.6,73.3,62.5,42.9,15.8,33.3,0.18,0.18,0.16,0.18,0.15,0.17,3.3,3.7,3.1,4.0,3.6,3.4
3998,B1,15.0,17.8,15.0,16.8,19.6,15.9,68.8,42.1,43.8,50.0,28.6,11.8,0.11,0.16,0.16,0.16,0.19,0.22,2.4,3.8,2.9,3.6,4.1,5.2
4000,A2,20.0,13.1,22.1,13.1,17.2,14.5,89.7,68.4,65.6,52.6,28.0,38.1,0.16,0.17,0.17,0.16,0.17,0.17,2.8,3.9,3.3,3.5,3.3,3.7
4004,B1,13.2,16.5,18.7,16.5,27.5,7.7,75.0,26.7,47.1,66.7,28.0,14.3,0.18,0.21,0.2,0.17,0.19,0.17,4.5,4.4,3.8,3.7,4.1,3.5
4005,,,,,,,,,,,,,,,,,,,,,,,,,
4006,B1,15.5,15.5,17.5,16.5,20.6,14.4,80.0,66.7,58.8,25.0,35.0,21.4,0.15,0.16,0.19,0.16,0.19,0.19,3.9,3.5,3.6,4.4,4.0,5.3
4007,B1,12.8,14.7,19.3,18.3,22.0,12.8,64.3,37.5,57.1,40.0,45.8,7.1,0.13,0.15,0.11,0.11,0.13,0.14,3.1,2.7,2.0,2.1,1.9,2.7
4013,A1,22.7,15.6,10.6,19.9,11.3,19.9,93.8,77.3,80.0,53.6,81.2,60.7,0.14,0.13,0.14,0.13,0.12,0.13,3.1,3.2,3.1,2.9,2.3,2.9
4014,A2,21.7,14.2,20.0,16.7,12.5,15.0,84.6,76.5,70.8,40.0,40.0,27.8,0.17,0.17,0.16,0.19,0.2,0.18,3.1,3.4,3.3,4.0,3.3,4.1
4015,A2,21.3,18.5,14.8,14.8,12.0,18.5,82.6,60.0,68.8,62.5,30.8,40.0,0.17,0.19,0.18,0.12,0.16,0.14,3.7,4.0,3.6,2.8,3.4,4.0
4016,B1,14.9,16.8,15.8,16.8,17.8,17.8,86.7,35.3,43.8,47.1,38.9,0.0,0.15,0.17,0.16,0.13,0.13,0.17,3.4,4.2,3.3,2.4,3.3,4.6
4019,A1,20.9,16.5,17.4,15.7,16.5,13.0,75.0,78.9,70.0,72.2,63.2,46.7,0.17,0.15,0.15,0.15,0.17,0.19,3.8,3.4,3.4,2.9,3.2,4.5
4020,B1,13.8,21.8,10.3,16.1,18.4,19.5,50.0,31.6,33.3,42.9,31.2,0.0,0.15,0.22,0.16,0.19,0.19,0.23,3.2,4.7,3.9,3.8,4.2,4.6
4022,B1,15.4,17.3,18.3,19.2,16.3,13.5,68.8,50.0,42.1,30.0,35.3,14.3,0.14,0.19,0.18,0.17,0.16,0.17,2.9,3.5,3.5,3.4,2.6,3.8
4023,B1,15.0,15.0,20.0,14.0,18.0,18.0,66.7,40.0,45.0,35.7,38.9,16.7,0.19,0.21,0.19,0.18,0.14,0.19,3.5,4.1,3.3,3.9,2.8,3.8
4027,B1,20.3,18.1,18.1,16.7,16.7,10.1,75.0,52.0,64.0,52.2,30.4,7.1,0.17,0.17,0.16,0.14,0.14,0.18,3.0,3.5,3.0,3.2,2.7,3.4
4030,A1,15.7,18.5,13.9,17.6,22.2,12.0,88.2,75.0,33.3,47.4,50.0,30.8,0.15,0.14,0.14,0.14,0.13,0.15,3.6,3.5,3.5,3.1,3.1,3.5
4031,B1,14.6,17.9,20.3,13.8,17.1,16.3,66.7,54.5,48.0,41.2,28.6,30.0,0.14,0.17,0.19,0.17,0.14,0.2,2.4,3.7,3.3,3.8,2.8,4.2
4034,B1,13.2,20.7,18.2,16.5,20.7,10.7,81.2,44.0,36.4,35.0,32.0,7.7,0.15,0.2,0.18,0.18,0.17,0.2,2.9,4.2,3.5,3.8,3.4,5.4
4035,B1,11.3,15.3,24.2,20.2,17.7,11.3,71.4,26.3,23.3,32.0,22.7,14.3,0.17,0.2,0.23,0.2,0.18,0.18,3.4,4.7,4.6,4.6,4.1,4.8
4036,A1,21.7,15.5,14.9,16.1,17.4,14.3,100.0,68.0,70.8,53.8,67.9,43.5,0.14,0.17,0.17,0.16,0.19,0.15,2.2,3.5,3.3,3.5,3.6,3.2
4037,,,,,,,,,,,,,,,,,,,,,,,,,
4039,A2,16.0,19.3,14.3,13.4,21.0,16.0,84.2,87.0,52.9,56.2,64.0,21.1,0.19,0.13,0.19,0.13,0.12,0.16,3.8,2.9,2.9,2.8,2.2,3.3
4040,A2,17.8,14.5,24.3,15.8,17.1,10.5,92.6,63.6,81.1,45.8,50.0,25.0,0.16,0.16,0.13,0.14,0.15,0.15,3.0,3.3,2.7,2.9,2.9,3.5
4041,B2,16.3,16.3,25.6,16.3,14.0,11.6,57.1,14.3,45.5,57.1,16.7,20.0,0.18,0.24,0.2,0.21,0.3,0.19,4.0,4.9,4.0,4.6,5.5,5.6
4043,A2,22.3,17.6,16.9,14.9,20.9,7.4,90.9,61.5,64.0,68.2,41.9,9.1,0.15,0.15,0.15,0.13,0.15,0.17,2.3,3.5,3.0,2.5,2.7,3.4
4044,A1,24.2,13.3,14.8,18.0,17.2,12.5,87.1,88.2,57.9,69.6,36.4,50.0,0.14,0.12,0.15,0.12,0.13,0.13,2.9,3.0,3.4,2.6,2.9,3.6
4047,B1,14.1,19.2,14.1,22.2,19.2,11.1,85.7,47.4,21.4,18.2,26.3,0.0,0.14,0.17,0.19,0.19,0.16,0.18,2.7,3.6,3.5,4.0,4.1,4.2
4049,A2,19.4,16.9,19.4,19.4,19.4,5.6,95.8,71.4,54.2,54.2,45.8,42.9,0.16,0.15,0.15,0.18,0.19,0.2,3.0,3.1,3.2,4.1,4.2,4.4
4052,A2,20.2,17.6,15.1,16.0,16.0,15.1,95.8,57.1,61.1,42.1,42.1,38.9,0.17,0.16,0.16,0.17,0.16,0.14,3.0,3.0,2.9,3.3,3.6,3.6
4055,A1,21.7,17.5,16.1,18.2,15.4,11.2,90.3,80.0,65.2,73.1,63.6,25.0,0.15,0.14,0.15,0.14,0.16,0.18,2.7,2.7,2.3,3.1,3.7,4.0
4057,A2,20.9,16.4,18.7,17.2,12.7,14.2,85.7,77.3,64.0,43.5,52.9,15.8,0.15,0.15,0.15,0.16,0.18,0.16,3.2,3.3,3.0,3.3,3.6,4.4
4058,A2,17.9,16.4,17.1,17.1,15.0,16.4,84.0,82.6,50.0,50.0,57.1,30.4,0.21,0.18,0.19,0.18,0.19,0.21,3.8,4.0,3.4,4.3,4.6,5.3
4059,A2,15.0,16.8,15.0,20.6,18.7,14.0,93.8,72.2,68.8,63.6,35.0,33.3,0.15,0.15,0.16,0.14,0.16,0.15,2.3,3.6,2.9,2.4,3.0,3.0
4060,B1,18.1,14.2,18.1,17.3,17.3,15.0,78.3,72.2,56.5,63.6,27.3,31.6,0.15,0.15,0.19,0.16,0.16,0.18,2.7,3.3,3.7,2.8,2.5,3.5
4063,A1,25.3,18.2,16.2,14.9,14.3,11.0,92.3,67.9,72.0,65.2,54.5,23.5,0.14,0.13,0.14,0.12,0.13,0.13,2.2,2.8,2.8,2.4,2.5,3.0
4064,A1,26.8,15.2,20.3,13.8,13.8,10.1,91.9,95.2,82.1,73.7,63.2,42.9,0.15,0.13,0.15,0.19,0.17,0.17,2.8,3.2,2.8,3.7,3.8,4.0
4065,B1,19.2,17.9,14.1,15.4,19.2,14.1,86.7,57.1,45.5,66.7,46.7,9.1,0.16,0.19,0.16,0.16,0.17,0.17,2.7,4.1,3.5,3.8,4.1,3.6
4066,A1,19.3,13.3,19.3,15.6,16.3,16.3,88.5,66.7,61.5,57.1,68.2,54.5,0.14,0.14,0.15,0.16,0.15,0.15,2.0,3.3,3.1,3.5,3.3,3.8
4067,A1,22.8,14.6,13.9,19.6,16.5,12.7,88.9,69.6,72.7,67.7,53.8,50.0,0.17,0.18,0.14,0.15,0.16,0.2,3.1,3.1,2.5,3.2,3.0,3.9
4068,B1,13.8,19.0,17.2,17.2,17.2,15.5,75.0,59.1,45.0,35.0,20.0,27.8,0.14,0.15,0.15,0.18,0.16,0.16,1.8,3.3,3.1,3.3,3.2,3.6
4069,A1,21.6,14.4,18.0,18.0,16.2,11.7,83.3,62.5,85.0,80.0,50.0,30.8,0.16,0.15,0.18,0.18,0.2,0.22,2.7,3.0,3.6,3.5,4.2,4.8
4071,B1,15.7,18.6,18.6,15.7,22.9,8.6,63.6,53.8,69.2,45.5,25.0,16.7,0.18,0.17,0.22,0.18,0.19,0.17,2.5,3.8,3.7,3.4,4.1,3.5
4072,A1,25.7,13.6,15.0,16.4,20.7,8.6,86.1,89.5,66.7,69.6,51.7,25.0,0.15,0.14,0.14,0.13,0.14,0.14,2.7,2.2,2.9,2.2,3.2,2.8
4073,A2,17.9,16.2,16.2,16.2,16.2,17.1,85.7,73.7,73.7,63.2,47.4,45.0,0.15,0.16,0.16,0.17,0.19,0.21,2.7,3.3,3.1,3.6,4.1,4.7
4074,A1,21.4,16.2,17.5,14.9,17.5,12.3,84.8,68.0,77.8,82.6,74.1,57.9,0.12,0.12,0.13,0.14,0.12,0.13,2.0,2.8,2.0,2.9,2.7,2.4
4075,A1,21.7,14.5,15.2,17.4,17.4,13.8,93.3,60.0,47.6,54.2,45.8,21.1,0.12,0.12,0.13,0.13,0.13,0.13,2.1,2.8,2.9,3.1,2.6,2.5
4076,A2,17.9,17.9,17.9,14.5,13.7,17.9,90.5,52.4,42.9,64.7,43.8,28.6,0.16,0.21,0.19,0.19,0.23,0.23,3.6,4.6,4.2,4.8,4.6,5.3
4078,,,,,,,,,,,,,,,,,,,,,,,,,
4079,A2,17.0,14.3,22.3,16.1,19.6,10.7,84.2,75.0,76.0,77.8,40.9,25.0,0.16,0.17,0.15,0.15,0.15,0.19,3.3,3.9,3.2,3.2,3.3,4.3
4080,A1,17.6,18.7,17.6,13.2,17.6,15.4,100.0,82.4,62.5,66.7,50.0,35.7,0.1,0.12,0.14,0.13,0.13,0.13,1.9,2.6,2.9,2.2,2.6,2.9
4082,B1,12.5,14.3,18.8,23.2,18.8,12.5,78.6,56.2,47.6,50.0,38.1,28.6,0.11,0.16,0.14,0.16,0.16,0.18,3.2,3.0,3.3,2.9,3.3,4.2
4083,A1,18.4,18.4,11.7,18.4,19.4,13.6,89.5,84.2,83.3,63.2,55.0,35.7,0.12,0.14,0.13,0.14,0.14,0.17,2.2,2.9,2.5,3.0,3.0,3.5
4084,A1,22.1,16.6,13.1,15.2,17.2,15.9,96.9,62.5,89.5,59.1,72.0,39.1,0.15,0.16,0.16,0.16,0.16,0.16,2.9,3.8,3.2,3.4,2.8,3.6
4085,B1,13.4,19.4,22.4,13.4,19.4,11.9,55.6,53.8,46.7,66.7,38.5,50.0,0.19,0.26,0.16,0.2,0.18,0.2,4.2,5.5,4.3,5.0,4.5,4.0
4086,A2,20.5,14.3,21.4,15.2,17.0,11.6,78.3,62.5,66.7,64.7,52.6,23.1,0.13,0.14,0.15,0.13,0.15,0.16,2.6,3.8,2.5,3.3,3.4,4.1
4091,,,,,,,,,,,,,,,,,,,,,,,,,
4092,B1,13.6,18.2,21.8,15.5,18.2,12.7,66.7,60.0,62.5,64.7,35.0,28.6,0.13,0.12,0.13,0.16,0.14,0.19,2.2,2.7,2.5,3.1,3.2,5.1
4093,B1,16.7,17.6,14.7,19.6,19.6,11.8,70.6,33.3,53.3,15.0,5.0,16.7,0.18,0.2,0.18,0.19,0.21,0.22,4.2,4.4,3.6,3.7,4.3,4.8
4094,B1,13.5,18.0,18.0,14.4,18.9,17.1,66.7,50.0,50.0,25.0,28.6,21.1,0.19,0.17,0.15,0.18,0.2,0.16,3.9,4.5,3.1,3.6,4.1,3.7
4096,A1,20.9,15.7,18.3,20.9,13.9,10.4,95.8,72.2,61.9,54.2,62.5,66.7,0.14,0.15,0.17,0.15,0.13,0.15,2.8,3.7,3.7,3.1,2.6,3.8
4098,B1,19.0,14.3,17.9,15.5,19.0,14.3,68.8,58.3,66.7,23.1,43.8,16.7,0.2,0.2,0.18,0.21,0.21,0.18,4.1,5.1,4.0,4.0,4.6,5.1
4099,A1,24.1,17.6,21.3,18.5,13.0,5.6,88.5,68.4,73.9,60.0,64.3,33.3,0.2,0.17,0.15,0.18,0.14,0.12,3.7,4.2,2.7,4.1,2.7,3.0
4100,B1,15.4,14.5,14.5,23.1,17.1,15.4,77.8,58.8,41.2,51.9,35.0,16.7,0.17,0.16,0.15,0.15,0.16,0.23,3.2,3.2,3.2,3.3,2.7,4.6
4102,A1,18.5,13.1,18.5,15.4,17.7,16.9,95.8,64.7,83.3,70.0,60.9,59.1,0.15,0.18,0.13,0.16,0.16,0.16,2.5,3.1,2.5,2.7,3.3,3.4
4103,B1,15.9,17.8,15.9,16.8,18.7,15.0,58.8,31.6,41.2,27.8,15.0,12.5,0.21,0.26,0.2,0.21,0.21,0.26,4.4,5.6,4.8,4.7,4.9,5.6
4104,B1,12.9,17.8,16.8,17.8,20.8,13.9,69.2,38.9,52.9,44.4,23.8,7.1,0.14,0.13,0.14,0.14,0.15,0.13,3.1,2.5,3.1,2.6,3.2,3.1
4109,A1,23.8,12.3,16.9,18.5,17.7,10.8,90.3,50.0,68.2,58.3,47.8,50.0,0.13,0.14,0.14,0.12,0.12,0.13,1.9,2.6,2.2,2.0,2.3,2.5
4113,B1,18.1,14.3,17.1,21.0,15.2,14.3,73.7,33.3,50.0,59.1,37.5,20.0,0.18,0.2,0.19,0.19,0.19,0.19,4.1,4.5,4.2,3.9,3.4,4.7
4114,B1,20.2,16.5,13.8,13.8,20.2,15.6,63.6,50.0,60.0,20.0,40.9,35.3,0.17,0.22,0.18,0.23,0.22,0.21,3.7,4.4,3.9,4.6,4.2,4.1
4116,B1,16.2,15.4,16.9,22.8,14.7,14.0,54.5,57.1,65.2,48.4,35.0,26.3,0.2,0.16,0.13,0.18,0.15,0.18,4.2,3.8,2.8,3.4,3.3,3.7
4118,A1,20.8,14.8,19.5,16.1,12.1,16.8,87.1,72.7,55.2,66.7,33.3,64.0,0.13,0.14,0.14,0.14,0.16,0.15,2.6,3.1,2.6,2.6,2.8,3.0
4120,A2,22.3,16.9,15.4,17.7,14.6,13.1,93.1,54.5,70.0,60.9,63.2,35.3,0.19,0.16,0.15,0.18,0.19,0.2,3.4,3.4,2.6,3.4,3.9,4.9
4121,A1,17.7,20.2,13.7,13.7,18.5,16.1,86.4,84.0,64.7,58.8,65.2,40.0,0.12,0.13,0.13,0.12,0.14,0.16,2.0,2.7,2.4,2.6,3.2,3.5
4123,A1,24.4,15.1,16.0,16.0,15.1,13.4,86.2,66.7,84.2,68.4,77.8,50.0,0.18,0.17,0.19,0.19,0.18,0.21,3.4,4.1,3.5,3.6,4.0,4.3
4124,A1,22.8,13.8,17.1,17.1,17.9,11.4,85.7,82.4,81.0,57.1,59.1,28.6,0.17,0.17,0.14,0.18,0.14,0.2,3.1,4.1,2.6,3.2,3.2,4.8
4126,,,,,,,,,,,,,,,,,,,,,,,,,
4128,B1,15.1,17.8,15.1,17.8,17.8,16.4,63.6,61.5,27.3,38.5,38.5,8.3,0.17,0.16,0.16,0.18,0.18,0.2,3.5,2.8,3.3,3.7,3.6,5.1
4131,A2,16.4,17.2,17.9,15.7,15.7,17.2,86.4,69.6,50.0,57.1,42.9,26.1,0.17,0.15,0.16,0.18,0.16,0.2,4.0,3.3,3.0,3.6,3.8,5.0
4133,A1,18.5,19.2,16.6,12.6,17.2,15.9,89.3,75.9,80.0,63.2,42.3,50.0,0.15,0.16,0.17,0.12,0.14,0.15,3.0,3.7,3.0,2.3,2.7,3.2
4134,A2,21.1,15.5,17.6,14.1,16.2,15.5,90.0,63.6,72.0,45.0,34.8,36.4,0.13,0.17,0.14,0.17,0.17,0.19,2.6,3.8,2.3,3.2,3.6,4.5
4136,A1,22.3,16.5,17.3,15.1,14.4,14.4,93.5,95.7,75.0,52.4,65.0,55.0,0.14,0.15,0.14,0.16,0.18,0.17,2.6,3.5,2.8,3.8,3.9,4.1
4137,A1,21.2,19.9,14.6,14.6,17.9,11.9,90.6,73.3,59.1,90.9,51.9,50.0,0.14,0.14,0.13,0.14,0.14,0.11,2.9,3.3,2.2,2.5,3.1,2.6
4139,B1,15.5,17.5,22.3,12.6,18.4,13.6,68.8,44.4,52.2,23.1,21.1,28.6,0.15,0.18,0.17,0.15,0.19,0.17,3.7,4.3,3.7,2.8,3.1,4.1
4140,A1,21.6,16.7,19.6,18.6,11.8,11.8,86.4,47.1,80.0,68.4,58.3,50.0,0.14,0.16,0.16,0.15,0.17,0.15,2.8,3.6,3.2,3.4,3.4,3.7
4142,A2,15.2,17.9,19.6,17.9,18.8,10.7,94.1,60.0,59.1,60.0,38.1,8.3,0.16,0.18,0.16,0.17,0.17,0.17,3.2,3.6,3.2,3.6,4.2,4.3
4143,B1,10.8,16.1,20.4,18.3,21.5,12.9,60.0,26.7,42.1,41.2,35.0,8.3,0.2,0.17,0.17,0.15,0.14,0.16,3.2,3.9,3.6,2.4,2.9,3.1
4144,A2,20.2,16.2,16.2,13.1,17.2,17.2,95.0,56.2,50.0,69.2,58.8,47.1,0.2,0.2,0.16,0.16,0.2,0.21,5.1,5.1,3.9,4.5,4.1,4.6
4145,B1,11.0,18.3,22.9,17.4,21.1,9.2,50.0,45.0,12.0,36.8,26.1,0.0,0.25,0.23,0.25,0.26,0.23,0.27,5.5,5.2,5.4,5.6,5.1,6.0
4146,B1,13.1,19.7,19.7,15.6,19.7,12.3,75.0,66.7,33.3,26.3,33.3,33.3,0.16,0.17,0.14,0.17,0.16,0.15,2.8,2.6,2.8,3.1,3.5,3.1
4148,A2,19.5,15.9,15.9,18.6,13.3,16.8,77.3,61.1,72.2,33.3,40.0,42.1,0.14,0.16,0.17,0.16,0.15,0.22,2.8,3.7,3.6,3.7,3.7,4.0
4150,B1,17.0,12.8,20.2,14.9,16.0,19.1,87.5,50.0,68.4,35.7,46.7,27.8,0.16,0.14,0.17,0.15,0.15,0.13,2.8,3.3,3.8,3.0,2.7,2.7
4151,B1,22.0,12.6,21.3,23.6,12.6,7.9,75.0,75.0,63.0,46.7,0.0,20.0,0.18,0.17,0.19,0.2,0.2,0.21,3.5,3.4,3.5,4.1,4.3,4.7
4152,B1,17.4,15.6,19.3,15.6,19.3,12.8,73.7,52.9,42.9,47.1,23.8,14.3,0.17,0.18,0.15,0.14,0.17,0.21,3.4,4.5,3.3,3.2,3.7,5.1
4154,B1,17.2,17.9,20.9,13.4,16.4,14.2,91.3,70.8,39.3,55.6,59.1,5.3,0.14,0.17,0.15,0.16,0.19,0.2,2.7,4.0,3.0,3.5,3.8,4.5
4155,A1,17.5,17.5,19.3,14.9,17.5,13.2,90.0,75.0,81.8,58.8,45.0,40.0,0.15,0.19,0.14,0.15,0.19,0.17,3.6,3.9,2.7,3.5,3.0,3.7
4158,B1,13.3,18.6,15.9,17.7,16.8,17.7,86.7,52.4,44.4,40.0,15.8,15.0,0.15,0.18,0.16,0.16,0.16,0.18,3.1,4.1,3.3,3.4,3.6,3.5
4159,A2,19.5,13.5,18.8,16.5,18.8,12.8,92.3,61.1,56.0,50.0,36.0,35.3,0.13,0.15,0.14,0.15,0.17,0.19,2.6,2.6,2.5,3.1,3.4,4.5
4162,B1,14.3,14.3,20.0,12.9,20.0,18.6,50.0,60.0,21.4,33.3,35.7,0.0,0.17,0.14,0.17,0.15,0.2,0.21,4.2,2.9,3.7,3.1,4.0,4.5
4166,A1,26.2,12.8,14.9,14.2,16.3,15.6,91.9,83.3,66.7,80.0,47.8,50.0,0.11,0.14,0.13,0.1,0.12,0.14,2.3,3.6,3.4,2.7,2.6,3.0
4167,B1,13.0,16.7,15.7,15.7,19.4,19.4,71.4,50.0,52.9,17.6,33.3,9.5,0.18,0.16,0.14,0.14,0.16,0.15,3.5,2.6,2.9,3.3,2.8,3.3
4168,A1,25.2,14.0,17.8,16.8,13.1,13.1,92.6,66.7,57.9,66.7,50.0,28.6,0.13,0.12,0.13,0.14,0.15,0.13,3.0,3.0,2.7,3.2,3.6,4.0
4172,A2,22.8,16.2,15.4,14.7,16.9,14.0,90.3,54.5,61.9,50.0,43.5,68.4,0.13,0.14,0.15,0.16,0.16,0.19,2.5,2.5,2.9,3.4,3.8,4.2
4173,B1,13.3,20.0,17.5,16.7,20.0,12.5,81.2,66.7,47.6,40.0,37.5,33.3,0.17,0.17,0.19,0.18,0.18,0.16,2.8,3.9,3.4,3.9,4.5,3.7
4174,A1,23.9,15.4,20.5,20.5,17.1,2.6,89.3,72.2,75.0,50.0,50.0,0.0,0.16,0.16,0.16,0.16,0.18,0.15,3.0,3.6,3.4,3.6,4.1,3.7
4175,B1,18.4,14.9,17.2,16.1,18.4,14.9,75.0,38.5,46.7,50.0,31.2,15.4,0.14,0.17,0.18,0.18,0.15,0.22,2.6,4.1,3.9,3.9,3.7,5.1
4176,B1,11.9,17.8,19.8,16.8,22.8,10.9,58.3,44.4,40.0,11.8,39.1,27.3,0.17,0.14,0.14,0.16,0.15,0.16,3.1,3.6,3.3,3.2,3.1,3.4
4177,B1,14.1,16.7,14.1,21.8,16.7,16.7,72.7,7.7,63.6,52.9,30.8,23.1,0.14,0.17,0.16,0.16,0.18,0.2,3.2,4.1,2.8,2.9,2.9,4.8
4181,B1,13.9,17.6,20.4,18.5,20.4,9.3,66.7,47.4,59.1,30.0,4.5,0.0,0.13,0.17,0.17,0.2,0.21,0.24,2.7,3.6,3.0,4.2,4.8,5.0
4182,B1,16.3,17.3,14.3,16.3,18.4,17.3,68.8,52.9,57.1,37.5,22.2,11.8,0.16,0.18,0.16,0.19,0.19,0.23,2.9,3.6,3.1,4.1,4.3,5.0
4183,A2,22.9,16.8,16.8,13.7,11.5,18.3,86.7,68.2,40.9,61.1,40.0,29.2,0.14,0.12,0.13,0.11,0.14,0.13,1.8,2.4,2.3,1.6,2.5,2.3
4184,A1,18.3,18.3,15.1,19.4,10.8,18.3,94.1,64.7,64.3,66.7,80.0,35.3,0.17,0.14,0.16,0.16,0.17,0.18,3.8,3.6,3.6,3.7,3.6,4.2
4188,A1,26.6,17.2,18.0,14.8,17.2,6.2,97.1,63.6,82.6,68.4,72.7,62.5,0.12,0.15,0.11,0.13,0.13,0.15,2.0,3.3,2.6,2.6,1.9,3.1
4190,A1,19.8,19.0,16.5,12.4,20.7,11.6,87.5,56.5,80.0,60.0,44.0,28.6,0.17,0.15,0.16,0.15,0.15,0.15,2.9,3.3,3.7,2.7,2.9,3.7
4191,A2,15.4,19.2,18.5,16.9,16.9,13.1,95.0,48.0,45.8,59.1,50.0,29.4,0.16,0.17,0.17,0.18,0.16,0.19,3.0,4.0,3.7,3.3,3.5,4.3
4193,A1,19.4,14.8,21.3,17.6,15.7,11.1,90.5,81.2,65.2,68.4,41.2,25.0,0.17,0.14,0.16,0.17,0.2,0.18,3.2,2.5,3.2,2.9,3.8,4.7
4195,B1,18.9,15.1,13.2,17.9,15.1,19.8,70.0,43.8,50.0,26.3,18.8,19.0,0.17,0.19,0.15,0.16,0.14,0.18,3.8,3.6,3.3,3.6,2.9,3.3
4196,B1,13.8,21.6,16.4,14.7,17.2,16.4,75.0,40.0,52.6,58.8,20.0,21.1,0.13,0.18,0.17,0.15,0.17,0.18,3.2,4.1,3.7,3.0,4.0,4.1
4197,B1,15.5,19.4,19.4,20.4,16.5,8.7,37.5,20.0,30.0,9.5,23.5,0.0,0.19,0.18,0.19,0.19,0.15,0.19,3.9,4.1,4.1,3.9,3.6,4.2
4199,A2,21.9,31.4,20.4,22.6,3.6,0.0,96.7,48.8,64.3,54.8,20.0,0.0,0.14,0.15,0.13,0.15,0.18,0.0,2.1,3.0,2.8,2.6,3.6,0.0
4200,B1,15.0,16.7,17.5,17.5,19.2,14.2,55.6,45.0,33.3,33.3,26.1,23.5,0.18,0.17,0.16,0.18,0.18,0.16,3.9,3.8,2.8,3.1,3.3,3.9
4201,B1,13.7,16.7,13.7,16.7,20.6,18.6,28.6,58.8,35.7,47.1,42.9,26.3,0.21,0.13,0.17,0.14,0.17,0.16,3.2,3.5,3.1,2.8,3.2,3.3
4203,B1,16.9,21.1,16.9,16.9,12.7,15.5,58.3,26.7,33.3,33.3,22.2,0.0,0.14,0.15,0.15,0.14,0.16,0.14,1.8,2.3,2.2,2.8,2.8,2.8
4204,B1,14.7,18.1,18.1,17.2,17.2,14.7,76.5,76.2,42.9,35.0,30.0,17.6,0.17,0.17,0.2,0.19,0.19,0.31,3.1,3.4,3.8,4.1,3.9,4.6
4207,A2,23.1,18.5,15.4,13.1,17.7,12.3,96.7,70.8,75.0,58.8,47.8,18.8,0.12,0.13,0.12,0.13,0.13,0.13,2.3,2.5,2.0,2.4,2.3,2.8
4208,A1,21.2,16.1,16.9,16.9,14.4,14.4,92.0,68.4,65.0,60.0,64.7,35.3,0.16,0.15,0.15,0.15,0.13,0.18,3.5,3.1,3.2,3.4,3.2,3.8
4209,B1,18.3,15.8,20.0,15.0,16.7,14.2,68.2,63.2,54.2,55.6,30.0,23.5,0.16,0.18,0.16,0.16,0.16,0.17,4.1,3.6,3.6,2.8,3.1,3.9
4210,A2,20.0,16.9,16.2,21.5,13.1,12.3,76.9,68.2,47.6,46.4,47.1,37.5,0.17,0.19,0.15,0.17,0.16,0.19,3.1,4.3,3.4,3.6,3.7,4.2
4213,B1,13.6,10.9,11.8,12.7,23.6,27.3,73.3,58.3,23.1,35.7,50.0,33.3,0.14,0.15,0.17,0.16,0.15,0.15,3.7,3.7,3.5,3.2,2.9,3.5
4214,A2,23.6,11.2,15.7,14.6,18.0,16.9,85.7,70.0,42.9,53.8,56.2,33.3,0.15,0.16,0.17,0.17,0.18,0.19,3.8,3.5,4.4,4.2,4.4,4.5
4216,B1,19.1,16.4,13.8,20.4,15.8,14.5,89.7,68.0,47.6,48.4,29.2,27.3,0.13,0.12,0.16,0.14,0.14,0.16,1.9,2.7,2.3,2.4,2.9,3.5
